"Durable Medical Equipment,",,,,
"Prosthetics, Orthotics, and Supplies",,,,
(DMEPOS),,,,
January 2025 Former CBA ZIP Codes ,,,,
,,,,
CBA State,CBA ZIP Code,CBA Name Short,CBA Name,Year/Qtr
NJ,07750,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07751,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07752,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07753,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07754,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07755,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07756,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07757,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07758,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07760,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07762,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07763,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07764,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07765,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07799,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07830,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07901,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07902,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07920,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07921,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07922,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07924,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07931,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07934,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07938,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07939,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07974,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07977,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07978,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07979,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08005,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08006,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08008,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08050,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08087,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08092,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08501,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08502,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08504,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08510,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08512,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08514,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08526,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08527,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08528,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08530,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08533,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08535,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08536,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08551,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08553,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08555,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08556,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08557,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08558,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08559,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08701,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08720,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08721,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08722,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08723,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08724,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08730,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08731,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08732,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08733,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08734,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08735,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08736,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08738,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08739,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08740,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08741,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08742,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08750,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08751,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08752,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08753,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08754,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08755,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08756,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08757,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08758,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08759,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08801,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08802,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08803,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08804,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08805,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08807,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08809,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08810,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08812,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08816,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08817,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08818,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08820,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08821,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08822,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08823,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08824,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08825,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08826,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08827,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08828,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08829,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08830,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08831,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08832,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08833,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08834,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08835,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08836,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08837,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08840,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08844,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08846,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08848,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08850,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08852,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08853,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08854,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08855,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08857,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08858,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08859,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08861,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08862,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08863,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08867,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08868,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08869,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08870,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08871,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08872,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08873,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08875,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08876,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08879,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08880,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08882,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08884,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08885,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08887,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08888,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08889,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08890,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08899,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08901,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08902,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08903,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08904,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08906,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08933,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,08989,"Elizabeth, NJ","Elizabeth-Lakewood-New Brunswick, NJ",202501
NJ,07002,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07003,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07004,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07005,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07006,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07007,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07009,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07010,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07011,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07012,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07013,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07014,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07015,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07017,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07018,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07019,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07020,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07021,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07022,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07024,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07026,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07028,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07029,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07030,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07031,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07032,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07034,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07035,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07039,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07040,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07041,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07042,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07043,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07044,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07045,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07046,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07047,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07050,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07051,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07052,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07054,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07055,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07057,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07058,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07068,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07070,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07071,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07072,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07073,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07074,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07075,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07078,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07079,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07082,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07086,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07087,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07093,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07094,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07096,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07097,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07099,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07101,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07102,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07103,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07104,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07105,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07106,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07107,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07108,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07109,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07110,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07111,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07112,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07114,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07175,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07184,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07188,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07189,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07191,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07192,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07193,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07195,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07198,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07199,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07302,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07303,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07304,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07305,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07306,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07307,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07308,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07310,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07311,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07395,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07399,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07401,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07403,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07405,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07407,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07410,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07416,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07417,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07418,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07419,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07420,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07421,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07422,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07423,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07424,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07428,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07430,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07432,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07435,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07436,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07438,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07439,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07440,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07442,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07444,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07446,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07450,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07451,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07452,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07456,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07457,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07458,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07460,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07461,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07462,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07463,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07465,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07470,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07474,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07480,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07481,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07495,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07501,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07502,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07503,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07504,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07505,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07506,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07507,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07508,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07509,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07510,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07511,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07512,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07513,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07514,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07522,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07524,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07533,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07538,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07543,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07544,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07601,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07602,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07603,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07604,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07605,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07606,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07607,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07608,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07620,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07621,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07624,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07626,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07627,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07628,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07630,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07631,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07632,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07640,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07641,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07642,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07643,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07644,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07645,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07646,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07647,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07648,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07649,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07650,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07652,"Jersey City, NJ","Jersey City-Newark, NJ",202501
NJ,07653,"Jersey City, NJ","Jersey City-Newark, NJ",202501
